word,pos,cefr
friendship,noun,B1
frigate,noun,B1
fright,noun,B1
frighten,verb,B1
frightened,adjective,B1
frightening,adjective,B1
frog,noun,B1
from,preposition,B1
front,adjective,B1
front,noun,B1
frontier,noun,B1
frost,noun,B1
frozen,adjective,B1
frugal,adjective,B1
fruit,noun,B1
frustrated,adjective,B1
frustration,noun,B1
fry,noun,B1
fry,verb,B1
frying pan,noun,B1
fuel,noun,B1
fulfill/fulfil,verb,B1
full,adjective,B1
full stop,noun,B1
full-time,adjective,B1
full-time,adverb,B1
fully,adverb,B1
fume,noun,B1
fun,adjective,B1
fun,noun,B1
function,noun,B1
function,verb,B1
functional,adjective,B1
functionality,noun,B1
fund,noun,B1
fund,verb,B1
fundamental,adjective,B1
funeral,noun,B1
funk,noun,B1
funky,adjective,B1
funny,adjective,B1
fur,noun,B1
furious,adjective,B1
furiously,adverb,B1
furnish,verb,B1
furniture,noun,B1
furor/furore,noun,B1
further,adjective,B1
further,adverb,B1
furthermore,adverb,B1
furthest,adverb,B1
fuss,noun,B1
future,adjective,B1
future,noun,B1
gaiety,noun,B1
gain,noun,B1
gain,verb,B1
gall,noun,B1
gallery,noun,B1
gallon,noun,B1
gambling,noun,B1
game,noun,B1
gang,noun,B1
gangster,noun,B1
gap,noun,B1
garage,noun,B1
garbage,noun,B1
garden,noun,B1
gardener,noun,B1
gardening,noun,B1
garlic,noun,B1
garment,noun,B1
gas,noun,B1
gasp,noun,B1
gate,noun,B1
gateway,noun,B1
gather,verb,B1
gaudy,adjective,B1
gay,adjective,B1
gaze,noun,B1
gear,noun,B1
gee,interjection,B1
gender,noun,B1
gene,noun,B1
general,adjective,B1
general,noun,B1
generalization/generalisation,noun,B1
generalize/generalise,verb,B1
generally,adverb,B1
generate,verb,B1
generation,noun,B1
generosity,noun,B1
generous,adjective,B1
generously,adverb,B1
genetic,adjective,B1
genetically,adverb,B1
genetics,noun,B1
genius,noun,B1
genre,noun,B1
gentle,adjective,B1
gentleman,noun,B1
gently,adverb,B1
genuine,adjective,B1
genuinely,adverb,B1
geographic,adjective,B1
geographical,adjective,B1
geography,noun,B1
geology,noun,B1
germ,noun,B1
gesture,noun,B1
get,verb,B1
getaway,noun,B1
ghetto,noun,B1
ghost,noun,B1
giant,adjective,B1
gift,noun,B1
gifted,adjective,B1
giggle,noun,B1
ginger,noun,B1
giraffe,noun,B1
girl,noun,B1
girlfriend,noun,B1
give,verb,B1
giveaway,noun,B1
given,adjective,B1
glacis,noun,B1
glad,adjective,B1
glamorous/glamourous,adjective,B1
glance,noun,B1
glance,verb,B1
glare,noun,B1
glass,noun,B1
glasses,noun,B1
gleam,noun,B1
glee,noun,B1
glide,noun,B1
glimpse,noun,B1
glint,noun,B1
global,adjective,B1
global warming,noun,B1
globally,adverb,B1
globe,noun,B1
glocal,adjective,B1
gloomy,adjective,B1
glorify,verb,B1
glorious,adjective,B1
glory,noun,B1
glove,noun,B1
glow,noun,B1
go,noun,B1
go,verb,B1
goal,noun,B1
goalkeeper,noun,B1
goat,noun,B1
god,noun,B1
goddess,noun,B1
godly,adjective,B1
gold,adjective,B1
gold,noun,B1
golden,adjective,B1
golf,noun,B1
golfer,noun,B1
good,adjective,B1
good,noun,B1
good afternoon,interjection,B1
good morning,interjection,B1
good night,interjection,B1
good-looking,adjective,B1
goodness,interjection,B1
goods,noun,B1
goodwill,noun,B1
gook,noun,B1
gorge,noun,B1
gorgeous,adjective,B1
gorilla,noun,B1
gossip,noun,B1
gossip,verb,B1
govern,verb,B1
government,noun,B1
governmental,adjective,B1
governor,noun,B1
gown,noun,B1
grab,verb,B1
grace,noun,B1
graceful,adjective,B1
gracefulness,noun,B1
grade,noun,B1
grade,verb,B1
gradual,adjective,B1
gradually,adverb,B1
graduate,noun,B1
graduate,verb,B1
graduation,noun,B1
grain,noun,B1
gram/gramme,noun,B1
grammar,noun,B1
grand,adjective,B1
grandchild,noun,B1
granddad,noun,B1
granddaughter,noun,B1
grandfather,noun,B1
grandma,noun,B1
grandmother,noun,B1
grandpa,noun,B1
grandparent,noun,B1
grandson,noun,B1
granny,noun,B1
grant,noun,B1
grant,verb,B1
grape,noun,B1
graph,noun,B1
graphic,adjective,B1
graphically,adverb,B1
graphics,noun,B1
grasp,noun,B1
grass,noun,B1
grateful,adjective,B1
gratitude,noun,B1
grave,noun,B1
gravestone,noun,B1
gravitation,noun,B1
gravy,noun,B1
gray/grey,adjective,B1
gray/grey,noun,B1
great,adjective,B1
greatly,adverb,B1
greatness,noun,B1
greedy,adjective,B1
green,adjective,B1
green,noun,B1
greenhouse,noun,B1
greet,verb,B1
greeting,noun,B1
grief,noun,B1
grieve,verb,B1
grill,noun,B1
grill,verb,B1
grilled,adjective,B1
grim,adjective,B1
grin,noun,B1
grip,noun,B1
grip,verb,B1
grocery store,noun,B1
groom,noun,B1
gross,adjective,B1
ground,noun,B1
ground floor,noun,B1
group,noun,B1
group,verb,B1
grouping,noun,B1
grow,verb,B1
growing,adjective,B1
grown-up,adjective,B1
grown-up,noun,B1
growth,noun,B1
guarantee,noun,B1
guarantee,verb,B1
guard,noun,B1
guard,verb,B1
guerrilla,noun,B1
guess,noun,B1
guess,verb,B1
guest,noun,B1
guidance,noun,B1
guide,noun,B1
guide,verb,B1
guidebook,noun,B1
guideline,noun,B1
guilt,noun,B1
guilty,adjective,B1
guitar,noun,B1
guitarist,noun,B1
gulp,noun,B1
gum,noun,B1
gun,noun,B1
gunshot,noun,B1
guts,noun,B1
guy,noun,B1
gym,noun,B1
gymnastic,adjective,B1
gymnastics,noun,B1
habit,noun,B1
habitant,noun,B1
habitat,noun,B1
had,have-verb,B1
hail,verb,B1
hair,noun,B1
haircut,noun,B1
hairdresser,noun,B1
hairdryer,noun,B1
hairy,adjective,B1
half,adverb,B1
half,determiner,B1
half,noun,B1
half,pronoun,B1
half-price,adjective,B1
half-price,adverb,B1
hall,noun,B1
ham,noun,B1
hamburger,noun,B1
hammer,noun,B1
hammer,verb,B1
hand,noun,B1
hand,verb,B1
handbag,noun,B1
handball,noun,B1
hand-held,adjective,B1
handicap,noun,B1
handicapped,adjective,B1
handicraft,noun,B1
handkerchief,noun,B1
handle,noun,B1
handle,verb,B1
handout,noun,B1
handrail,noun,B1
handshake,noun,B1
handsome,adjective,B1
handwriting,noun,B1
handy,adjective,B1
hang,noun,B1
hang,verb,B1
hanging,adjective,B1
happen,verb,B1
happily,adverb,B1
happiness,noun,B1
happy,adjective,B1
harbor/harbour,noun,B1
hard,adjective,B1
hard,adverb,B1
hard drive,noun,B1
hardly,adverb,B1
hardship,noun,B1
hardware,noun,B1
hard-working,adjective,B1
harm,noun,B1
harm,verb,B1
harmful,adjective,B1
harmless,adjective,B1
harmony,noun,B1
harness,noun,B1
harrow,noun,B1
harvest,noun,B1
has,have-verb,B1
haste,noun,B1
hastily,adverb,B1
hasty,adjective,B1
hat,noun,B1
hatch,noun,B1
hatching,noun,B1
hate,noun,B1
hate,verb,B1
hatred,noun,B1
haunt,noun,B1
haunt,verb,B1
haunting,adjective,B1
have,have-verb,B1
have to,modal auxiliary,B1
haven,noun,B1
hay,noun,B1
hazard,noun,B1
hazardous,adjective,B1
he,pronoun,B1
head,noun,B1
head,verb,B1
headache,noun,B1
headline,noun,B1
headphone,noun,B1
headquarters,noun,B1
headteacher,noun,B1
heal,verb,B1
healing,adjective,B1
health,noun,B1
health care,noun,B1
healthy,adjective,B1
heap,noun,B1
heap,verb,B1
hear,verb,B1
hearing,noun,B1
heart,noun,B1
heart attack,noun,B1
heartbreaking,adjective,B1
hearted,adjective,B1
heartwarming/heart-warming,adjective,B1
hearty,adjective,B1
heat,noun,B1
heat,verb,B1
heater,noun,B1
heating,noun,B1
heaven,noun,B1
heavenly,adjective,B1
heavily,adverb,B1
heavy,adjective,B1
hedge,noun,B1
heel,noun,B1
height,noun,B1
helicopter,noun,B1
hell,noun,B1
hello,noun,B1
helmet,noun,B1
help,noun,B1
help,verb,B1
helper,noun,B1
helpful,adjective,B1
helpless,adjective,B1
hemp,noun,B1
her,determiner,B1
her,pronoun,B1
herb,noun,B1
herd,noun,B1
here,adverb,B1
heritage,noun,B1
hero,noun,B1
hers,pronoun,B1
herself,pronoun,B1
hesitate,verb,B1
hesitation,noun,B1
hey,interjection,B1
hi,interjection,B1
hidden,adjective,B1
hide,verb,B1
high,adjective,B1
high,adverb,B1
high school,noun,B1
highlight,noun,B1
highlight,verb,B1
highly,adverb,B1
high-tech/hi-tech,adjective,B1
highway,noun,B1
hijack,noun,B1
hijack,verb,B1
hike,noun,B1
hiking,noun,B1
hilarious,adjective,B1
hill,noun,B1
him,pronoun,B1
himself,pronoun,B1
hint,noun,B1
hip,noun,B1
hip hop/hip-hop/hiphop,noun,B1
hire,verb,B1
his,determiner,B1
his,pronoun,B1
historian,noun,B1
historic,adjective,B1
historical,adjective,B1
history,noun,B1
hit,noun,B1
hit,verb,B1
HIV,noun,B1
hobby,noun,B1
hockey,noun,B1
hold,noun,B1
hold,verb,B1
holder,noun,B1
hole,noun,B1
holiday,noun,B1
hollow,adjective,B1
holocaust,noun,B1
holy,adjective,B1
home,adverb,B1
home,noun,B1
homeless,adjective,B1
hometown,noun,B1
homeward,adjective,B1
homework,noun,B1
hone,noun,B1
honest,adjective,B1
honestly,adverb,B1
honesty,noun,B1
honey,noun,B1
honeymoon,noun,B1
honor/honour,noun,B1
honor/honour,verb,B1
honorable/honourable,adjective,B1
hood,noun,B1
hook,noun,B1
hook,verb,B1
hop,noun,B1
hope,noun,B1
hope,verb,B1
hopeful,adjective,B1
hopefully,adverb,B1
hopeless,adjective,B1
horizon,noun,B1
horn,noun,B1
horrible,adjective,B1
horrify,verb,B1
horror,noun,B1
horse,noun,B1
hospice,noun,B1
hospitable,adjective,B1
hospital,noun,B1
hospitality,noun,B1
hospitalize/hospitalise,verb,B1
host,noun,B1
hostel,noun,B1
hot,adjective,B1
hotel,noun,B1
hour,noun,B1
hourly,adjective,B1
house,noun,B1
household,noun,B1
housekeeper,noun,B1
housemaster,noun,B1
housewife,noun,B1
housework,noun,B1
hover,verb,B1
how,adverb,B1
however,adverb,B1
hug,noun,B1
hug,verb,B1
huge,adjective,B1
hugely,adverb,B1
human,adjective,B1
human,noun,B1
human rights,noun,B1
humane,adjective,B1
humanist,noun,B1
humanity,noun,B1
humanize/humanise,verb,B1
humble,adjective,B1
humbug,noun,B1
humid,adjective,B1
humiliate,verb,B1
humiliating,adjective,B1
humiliation,noun,B1
humor/humour,noun,B1
humorous,adjective,B1
hundred,number,B1
hunger,noun,B1
hungry,adjective,B1
hunt,noun,B1
hunt,verb,B1
hunter,noun,B1
hunting,noun,B1
hurriedly,adverb,B1
hurry,noun,B1
hurry,verb,B1
hurt,adjective,B1
hurt,verb,B1
husband,noun,B1
hush,verb,B1
hut,noun,B1
hybrid,adjective,B1
hygiene,noun,B1
hyperbole,noun,B1
hyphen,noun,B1
I,pronoun,B1
ice,noun,B1
ice cream,noun,B1
ice hockey,noun,B1
ice skating,noun,B1
iceman,noun,B1
icon,noun,B1
icy,adjective,B1
ID,noun,B1
ID card,noun,B1
idea,noun,B1
ideal,adjective,B1
ideally,adverb,B1
identical,adjective,B1
identification,noun,B1
identify,verb,B1
identity,noun,B1
identity card,noun,B1
ideology,noun,B1
idiom,noun,B1
idiot,noun,B1
idle,adjective,B1
idol,noun,B1
idolize/idolise,verb,B1
if,conjunction,B1
ignorance,noun,B1
ignorant,adjective,B1
ignore,verb,B1
ill,adjective,B1
illegal,adjective,B1
illegally,adverb,B1
illness,noun,B1
illuminate,verb,B1
illustrate,verb,B1
illustration,noun,B1
image,noun,B1
imagery,noun,B1
imaginary,adjective,B1
imagination,noun,B1
imagine,verb,B1
imitate,verb,B1
imitation,noun,B1
immediate,adjective,B1
immediately,adverb,B1
immerse,verb,B1
immigrant,noun,B1
immigrate,verb,B1
immigration,noun,B1
immoral,adjective,B1
immortal,adjective,B1
immortality,noun,B1
impact,noun,B1
impair,verb,B1
impartial,adjective,B1
impatient,adjective,B1
impatiently,adverb,B1
imperative,noun,B1
impermanent,adjective,B1
implement,noun,B1
implement,verb,B1
implication,noun,B1
imply,verb,B1
impolite,adjective,B1
impolitely,adverb,B1
import,verb,B1
importance,noun,B1
important,adjective,B1
importantly,adverb,B1
impose,verb,B1
impossibility,noun,B1
impossible,adjective,B1
impractical,adjective,B1
impress,verb,B1
impressed,adjective,B1
impression,noun,B1
impressionism,noun,B1
impressionist,noun,B1
impressive,adjective,B1
imprison,verb,B1
imprisonment,noun,B1
improbable,adjective,B1
improper,adjective,B1
improperly,adverb,B1
improve,verb,B1
improved,adjective,B1
improvement,noun,B1
impulse,noun,B1
impulsive,adjective,B1
in,adverb,B1
in,preposition,B1
inaccurate,adjective,B1
inadequate,adjective,B1
inanimate,adjective,B1
inborn,adjective,B1
incense,noun,B1
incentive,noun,B1
inch,noun,B1
inch,verb,B1
incident,noun,B1
include,verb,B1
including,preposition,B1
income,noun,B1
inconvenient,adjective,B1
incorrect,adjective,B1
increase,noun,B1
increase,verb,B1
increasingly,adverb,B1
incredible,adjective,B1
incredibly,adverb,B1
incur,verb,B1
incurable,adjective,B1
indebted,adjective,B1
indeed,adverb,B1
indefinite article,noun,B1
indent,verb,B1
independence,noun,B1
independent,adjective,B1
independently,adverb,B1
indescribable,adjective,B1
index,noun,B1
indicate,verb,B1
indifferent,adjective,B1
indignity,noun,B1
indirect,adjective,B1
indirectly,adverb,B1
indispensable,adjective,B1
individual,adjective,B1
individual,noun,B1
indoor,adjective,B1
indoors,adverb,B1
indulge,verb,B1
indulgent,adjective,B1
industrial,adjective,B1
industrialize/industrialise,verb,B1
industry,noun,B1
ineffective,adjective,B1
inert,adjective,B1
inevitable,adjective,B1
inexpensive,adjective,B1
inexperienced,adjective,B1
infant,noun,B1
infect,verb,B1
infected,adjective,B1
infection,noun,B1
infectious,adjective,B1
infer,verb,B1
inference,noun,B1
infinitive,noun,B1
inflammation,noun,B1
inflammatory,adjective,B1
inflate,verb,B1
inflation,noun,B1
influence,noun,B1
influence,verb,B1
influential,adjective,B1
influenza,noun,B1
inform,verb,B1
informal,adjective,B1
information,noun,B1
informative,adjective,B1
infringe,verb,B1
infringement,noun,B1
ingredient,noun,B1
inhabit,verb,B1
inhabitant,noun,B1
inhale,verb,B1
inherit,verb,B1
initial,adjective,B1
initial,noun,B1
initially,adverb,B1
initiative,noun,B1
inject,verb,B1
injection,noun,B1
injure,verb,B1
injured,adjective,B1
injury,noun,B1
ink,noun,B1
innate,adjective,B1
inner,adjective,B1
innermost,adjective,B1
innocent,adjective,B1
innocently,adverb,B1
innovation,noun,B1
innovative,adjective,B1
innovator,noun,B1
input,noun,B1
inquire/enquire,verb,B1
inquiry/enquiry,noun,B1
insane,adjective,B1
inscribe,verb,B1
inscription,noun,B1
insect,noun,B1
inseparable,adjective,B1
inside,adjective,B1
inside,adverb,B1
inside,noun,B1
inside,preposition,B1
insight,noun,B1
insist,verb,B1
inspect,verb,B1
inspection,noun,B1
inspector,noun,B1
inspiration,noun,B1
inspirational,adjective,B1
inspire,verb,B1
install/instal,verb,B1
instance,noun,B1
instant,adjective,B1
instantly,adverb,B1
instead,adverb,B1
instead of,preposition,B1
instill/instil,verb,B1
instinct,noun,B1
institute,noun,B1
institution,noun,B1
instruct,verb,B1
instruction,noun,B1
instructor,noun,B1
instrument,noun,B1
insufficient,adjective,B1
insult,noun,B1
insult,verb,B1
insurance,noun,B1
integrate,verb,B1
intellectual,adjective,B1
intellectual,noun,B1
intelligence,noun,B1
intelligent,adjective,B1
intend,verb,B1
intense,adjective,B1
intensive,adjective,B1
intent,adjective,B1
intention,noun,B1
intentionally,adverb,B1
interact,verb,B1
interaction,noun,B1
interactive,adjective,B1
interest,noun,B1
interest,verb,B1
interested,adjective,B1
interesting,adjective,B1
interfere,verb,B1
interior,noun,B1
intermediate,adjective,B1
intermission,noun,B1
internal,adjective,B1
international,adjective,B1
internationally,adverb,B1
Internet/internet,noun,B1
interpersonal,adjective,B1
interpret,verb,B1
interpretation,noun,B1
interpreter,noun,B1
interrupt,verb,B1
interruption,noun,B1
intersection,noun,B1
interval,noun,B1
interview,noun,B1
interview,verb,B1
interviewee,noun,B1
interviewer,noun,B1
intimate,adjective,B1
into,preposition,B1
intransitive,adjective,B1
intravenous,adjective,B1
introduce,verb,B1
introduction,noun,B1
intrude,verb,B1
intruder,noun,B1
intrusion,noun,B1
invade,verb,B1
invariable,adjective,B1
invariably,adverb,B1
invasion,noun,B1
invent,verb,B1
invention,noun,B1
inventor,noun,B1
inverted commas,noun,B1
invest,verb,B1
investigate,verb,B1
investigation,noun,B1
investigator,noun,B1
investment,noun,B1
investor,noun,B1
invisible,adjective,B1
invitation,noun,B1
invite,verb,B1
invitingly,adverb,B1
invoke,verb,B1
involuntarily,adverb,B1
involve,verb,B1
involved,adjective,B1
involvement,noun,B1
iron,noun,B1
iron,verb,B1
ironically,adverb,B1
ironing,noun,B1
irrational,adjective,B1
irregular,adjective,B1
irresistible,adjective,B1
irresistibly,adverb,B1
irresponsible,adjective,B1
irritate,verb,B1
irritated,adjective,B1
irritating,adjective,B1
irritation,noun,B1
is,be-verb,B1
island,noun,B1
islander,noun,B1
isle,noun,B1
isolation,noun,B1
issue,noun,B1
issue,verb,B1
IT,noun,B1
it,pronoun,B1
italicize/italicise,verb,B1
itch,verb,B1
item,noun,B1
its,determiner,B1
its,pronoun,B1
itself,pronoun,B1
ivory,noun,B1
jacket,noun,B1
jade,noun,B1
jail/gaol,noun,B1
jam,noun,B1
jam,verb,B1
January,noun,B1
jar,noun,B1
jaw,noun,B1
jazz,noun,B1
jealous,adjective,B1
jealously,adverb,B1
jeans,noun,B1
jelly,noun,B1
jeopardize/jeopardise,verb,B1
jet,noun,B1
jewel,noun,B1
jeweler/jeweller,noun,B1
jewelry/jewellery,noun,B1
job,noun,B1
jog,noun,B1
jog,verb,B1
jogging,noun,B1
join,verb,B1
joint,adjective,B1
joint,noun,B1
joke,noun,B1
joke,verb,B1
journal,noun,B1
journalism,noun,B1
journalist,noun,B1
journey,noun,B1
joy,noun,B1
judge,noun,B1
judge,verb,B1
judgment/judgement,noun,B1
judo,noun,B1
jug,noun,B1
juice,noun,B1
juicy,adjective,B1
July,noun,B1
jump,noun,B1
jump,verb,B1
jumper,noun,B1
June,noun,B1
jungle,noun,B1
junior,adjective,B1
junk,noun,B1
junk food,noun,B1
juror,noun,B1
jury,noun,B1
just,adverb,B1
justice,noun,B1
justify,verb,B1
kangaroo,noun,B1
karaoke,noun,B1
keen,adjective,B1
keep,verb,B1
keeper,noun,B1
kerosene,noun,B1
kettle,noun,B1
key,adjective,B1
key,noun,B1
keyboard,noun,B1
keystroke,noun,B1
kick,noun,B1
kick,verb,B1
kid,noun,B1
kid,verb,B1
kill,verb,B1
killer,noun,B1
killing,noun,B1
kilo,noun,B1
kilogram/kilogramme,noun,B1
kilometer/kilometre,noun,B1
kind,adjective,B1
kind,noun,B1
kindly,adjective,B1
kindly,adverb,B1
kindness,noun,B1
king,noun,B1
kingdom,noun,B1
kiss,noun,B1
kiss,verb,B1
kit,noun,B1
kitchen,noun,B1
kite,noun,B1
kitten,noun,B1
knee,noun,B1
kneel,verb,B1
knife,noun,B1
knit,verb,B1
knock,noun,B1
knock,verb,B1
knot,noun,B1
know,verb,B1
knowingly,adverb,B1
knowledge,noun,B1
known,adjective,B1
lab,noun,B1
label,noun,B1
labor/labour,noun,B1
laboratory,noun,B1
laborer/labourer,noun,B1
lack,noun,B1
lack,verb,B1
ladder,noun,B1
lady,noun,B1
lake,noun,B1
lamb,noun,B1
lame,adjective,B1
lamp,noun,B1
lance,noun,B1
land,noun,B1
land,verb,B1
landing,noun,B1
landlady,noun,B1
landlord,noun,B1
landscape,noun,B1
landslide,noun,B1
lane,noun,B1
language,noun,B1
lap,noun,B1
laptop,noun,B1
large,adjective,B1
largely,adverb,B1
lark,noun,B1
laser,noun,B1
last,adverb,B1
last,determiner,B1
last,pronoun,B1
last,verb,B1
last minute,noun,B1
last name,noun,B1
lasting,adjective,B1
lastly,adverb,B1
last-minute,adjective,B1
late,adjective,B1
late,adverb,B1
latecomer,noun,B1
lately,adverb,B1
later,adjective,B1
later,adverb,B1
latest,adjective,B1
latter,adjective,B1
latter,adverb,B1
latter,pronoun,B1
laugh,noun,B1
laugh,verb,B1
laughter,noun,B1
launch,verb,B1
laundry,noun,B1
lava,noun,B1
law,noun,B1
lawful,adjective,B1
lawmaker,noun,B1
lawn,noun,B1
lawsuit,noun,B1
lawyer,noun,B1
lay,verb,B1
layabout,noun,B1
layer,noun,B1
laziness,noun,B1
lazy,adjective,B1
lead,adjective,B1
lead,noun,B1
lead,verb,B1
leader,noun,B1
leadership,noun,B1
leading,adjective,B1
leaf,noun,B1
leaflet,noun,B1
league,noun,B1
leak,noun,B1
leak,verb,B1
lean,adjective,B1
lean,verb,B1
leap,noun,B1
leap,verb,B1
learn,verb,B1
learner,noun,B1
learning,noun,B1
lease,noun,B1
leash,noun,B1
least,adverb,B1
least,determiner,B1
least,pronoun,B1
leather,noun,B1
leave,noun,B1
leave,verb,B1
lecture,noun,B1
lecturer,noun,B1
leek,noun,B1
left,adjective,B1
left,adverb,B1
left,noun,B1
left-hand,adjective,B1
leg,noun,B1
legal,adjective,B1
legally,adverb,B1
legend,noun,B1
legendary,adjective,B1
legislate,verb,B1
legislation,noun,B1
legislative,adjective,B1
legislator,noun,B1
legislature,noun,B1
legitimate,adjective,B1
leisure,noun,B1
leisurely,adverb,B1
lemon,noun,B1
lemonade,noun,B1
lend,verb,B1
length,noun,B1
lengthen,verb,B1
lengthy,adjective,B1
leopard,noun,B1
less,adverb,B1
less,determiner,B1
less,pronoun,B1
lessen,verb,B1
lesson,noun,B1
lest,conjunction,B1
let,verb,B1
letter,noun,B1
lettuce,noun,B1
level,adjective,B1
level,noun,B1
level,verb,B1
liar,noun,B1
liberal,adjective,B1
liberate,verb,B1
liberation,noun,B1
liberty,noun,B1
librarian,noun,B1
library,noun,B1
license/licence,verb,B1
lick,verb,B1
lid,noun,B1
lie,noun,B1
lie,verb,B1
life,noun,B1
lifeguard,noun,B1
lifeless,adjective,B1
lifelong,adjective,B1
lifestyle,noun,B1
lifetime,noun,B1
lift,noun,B1
lift,verb,B1
light,adjective,B1
light,noun,B1
light,verb,B1
lighten,verb,B1
lighter,noun,B1
lighting,noun,B1
lightly,adverb,B1
lightning,noun,B1
like,conjunction,B1
like,preposition,B1
like,verb,B1
likely,adjective,B1
likeness,noun,B1
likewise,adverb,B1
lily,noun,B1
limb,noun,B1
limit,noun,B1
limit,verb,B1
limitation,noun,B1
limited,adjective,B1
limp,verb,B1
line,noun,B1
line,verb,B1
linen,noun,B1
liner,noun,B1
ling,noun,B1
linger,verb,B1
link,noun,B1
link,verb,B1
lion,noun,B1
lip,noun,B1
liquid,adjective,B1
liquid,noun,B1
list,noun,B1
list,verb,B1
listen,verb,B1
listener,noun,B1
liter/litre,noun,B1
literal,adjective,B1
literally,adverb,B1
literary,adjective,B1
literature,noun,B1
litter,noun,B1
little,adjective,B1
little,adverb,B1
little,determiner,B1
little,pronoun,B1
live,adjective,B1
live,verb,B1
lively,adjective,B1
liver,noun,B1
living,adjective,B1
living,noun,B1
living room,noun,B1
load,noun,B1
load,verb,B1
loaf,noun,B1
loan,noun,B1
lobby,noun,B1
local,adjective,B1
locate,verb,B1
location,noun,B1
lock,noun,B1
lock,verb,B1
lodge,noun,B1
log,noun,B1
logic,noun,B1
logical,adjective,B1
logo,noun,B1
loneliness,noun,B1
lonely,adjective,B1
long,adjective,B1
long,adverb,B1
long-distance,adjective,B1
long-term,adjective,B1
look,noun,B1
look,verb,B1
loose,adjective,B1
loosely,adverb,B1
lorry,noun,B1
lose,verb,B1
loss,noun,B1
lost,adjective,B1
lot,adverb,B1
lot,noun,B1
lot,pronoun,B1
lottery,noun,B1
loud,adjective,B1
loud,adverb,B1
loudly,adverb,B1
loudspeaker,noun,B1
lousy,adjective,B1
love,noun,B1
love,verb,B1
lovely,adjective,B1
lover,noun,B1
lovingly,adverb,B1
low,adjective,B1
low,adverb,B1
lower,verb,B1
lowland,noun,B1
loyal,adjective,B1
loyalty,noun,B1
luck,noun,B1
luckily,adverb,B1
lucky,adjective,B1
lucrative,adjective,B1
luggage,noun,B1
lunch,noun,B1
lunchtime,noun,B1
lung,noun,B1
lush,adjective,B1
luxurious,adjective,B1
luxury,adjective,B1
luxury,noun,B1
lyric,adjective,B1
lyrics,noun,B1
'm,be-verb,B1
machine,noun,B1
mad,adjective,B1
madam,noun,B1
madame,noun,B1
madness,noun,B1
maestro,noun,B1
magazine,noun,B1
magic,adjective,B1
magic,noun,B1
magical,adjective,B1
magician,noun,B1
magnificent,adjective,B1
magnify,verb,B1
mail,noun,B1
mail,verb,B1
mailbox,noun,B1
main,adjective,B1
main course,noun,B1
mainly,adverb,B1
maintain,verb,B1
maintenance,noun,B1
major,adjective,B1
major,noun,B1
majority,noun,B1
make,noun,B1
make,verb,B1
maker,noun,B1
make-up,noun,B1
malady,noun,B1
malaria,noun,B1
male,adjective,B1
male,noun,B1
mall,noun,B1
mama/mamma,noun,B1
man,noun,B1
manage,verb,B1
management,noun,B1
manager,noun,B1
mango,noun,B1
manipulate,verb,B1
mankind,noun,B1
manner,noun,B1
mansion,noun,B1
manual,adjective,B1
manual,noun,B1
manufacture,noun,B1
manufacture,verb,B1
manufacturer,noun,B1
manufacturing,noun,B1
many,determiner,B1
many,pronoun,B1
map,noun,B1
maple,noun,B1
marathon,noun,B1
marble,noun,B1
March,noun,B1
march,noun,B1
march,verb,B1
margin,noun,B1
marine,adjective,B1
mark,noun,B1
mark,verb,B1
marked,adjective,B1
market,noun,B1
market,verb,B1
marketing,noun,B1
marriage,noun,B1
married,adjective,B1
marry,verb,B1
martial art,noun,B1
marvelous/marvellous,adjective,B1
mash,verb,B1
mask,noun,B1
mass,adjective,B1
mass,noun,B1
massacre,noun,B1
massage,noun,B1
masseur,noun,B1
massive,adjective,B1
master,noun,B1
masterpiece,noun,B1
mastery,noun,B1
match,noun,B1
match,verb,B1
mate,noun,B1
material,noun,B1
math/maths,noun,B1
mathematical,adjective,B1
mathematician,noun,B1
mathematics,noun,B1
matter,noun,B1
matter,verb,B1
mature,adjective,B1
mausoleum,noun,B1
max,noun,B1
maximum,adjective,B1
maximum,noun,B1
may,modal auxiliary,B1
May,noun,B1
maybe,adverb,B1
mayor,noun,B1
me,pronoun,B1
meal,noun,B1
mean,adjective,B1
mean,noun,B1
mean,verb,B1
meaning,noun,B1
meaningful,adjective,B1
means,noun,B1
meanwhile,adverb,B1
measure,noun,B1
measure,verb,B1
measurement,noun,B1
meat,noun,B1
mechanic,noun,B1
mechanical,adjective,B1
mechanize/mechanise,verb,B1
medal,noun,B1
media,noun,B1
medical,adjective,B1
medication,noun,B1
medicine,noun,B1
medieval/mediaeval,adjective,B1
mediocre,adjective,B1
meditate,verb,B1
meditation,noun,B1
Mediterranean,noun,B1
medium,adjective,B1
medium,noun,B1
meet,verb,B1
meeting,noun,B1
melody,noun,B1
melon,noun,B1
melt,verb,B1
member,noun,B1
membership,noun,B1
memorable,adjective,B1
memorial,noun,B1
memorize/memorise,verb,B1
memory,noun,B1
mend,verb,B1
mental,adjective,B1
mentally,adverb,B1
mention,noun,B1
mention,verb,B1
mentor,noun,B1
menu,noun,B1
merchandise,noun,B1
merchant,noun,B1
mercy,noun,B1
mere,adjective,B1
merely,adverb,B1
merge,verb,B1
merger,noun,B1
merry,adjective,B1
mess,noun,B1
mess,verb,B1
message,noun,B1
message board,noun,B1
messenger,noun,B1
messy,adjective,B1
metal,noun,B1
metaphor,noun,B1
meter/metre,noun,B1
